Country,Market_Type,Commodity,Price,Currency,Date,Inflation_Rate,Hunger_Index
Ethiopia,Retail,Wheat,156.15,NPR,27-02-2015,6.02,
Bangladesh,Urban,Pulses,74.89,ETB,23-02-2015,6.02,31.22
Nigeria,Urban,Wheat,106.54,ETB,01-06-2018,,
Kenya,Wholesale,Sugar,,KES,13-05-2015,,31.22
Ethiopia,Wholesale,Wheat,86.06,NGN,24-12-2024,,31.22
Kenya,Urban,Wheat,185.53,YER,20-06-2018,6.02,
Nigeria,Wholesale,Pulses,51.16,NPR,29-07-2015,6.02,31.22
Ethiopia,Rural,Sugar,26.07,NGN,30-08-2015,6.02,31.22
Kenya,Rural,Rice,104.32,INR,27-08-2021,6.02,
Pakistan,Urban,Wheat,75.88,HTG,26-12-2023,,
Bangladesh,Retail,Wheat,7.14,ETB,12-03-2021,6.02,
Nepal,Rural,Wheat,115.03,ETB,29-01-2024,,31.22
Sudan,Rural,Maize,109.67,NGN,30-12-2017,6.02,31.22
bangladesh,Retail,Sugar,144.89,PKR,24-03-2017,,31.22
Kenya,Wholesale,Wheat,77.76,BDT,28-08-2023,6.02,31.22
Ethiopia,Retail,Maize,25.64,BDT,21-08-2024,,
Pakistan,Wholesale,Rice,62.47,HTG,02-11-2023,6.02,
Pakistan,Wholesale,Rice,,BDT,11-06-2024,,31.22
Sudan,Retail,Pulses,159.87,ETB,01-11-2020,,31.22
Pakistan,Wholesale,Pulses,140.23,PKR,19-12-2018,,
Bangladesh,Rural,Pulses,151.33,ETB,24-07-2020,6.02,31.22
Haiti,Urban,Maize,126.66,YER,03-06-2022,,
Pakistan,Wholesale,Rice,43.98,ETB,23-08-2019,,
Sudan,Rural,Pulses,83.84,SDG,21-03-2023,,
Pakistan,Retail,Cooking Oil,131.7,HTG,18-02-2019,6.02,31.22
Pakistan,Wholesale,Pulses,32.02,PKR,12-05-2020,6.02,
Yemen,Rural,Rice,117.63,HTG,30-10-2020,6.02,31.22
Bangladesh,Wholesale,Cooking Oil,131.13,YER,19-10-2022,6.02,
Kenya,Retail,Maize,190.53,YER,02-12-2023,6.02,31.22
India,Urban,Cooking Oil,138.22,NPR,06-11-2020,6.02,
Haiti,Wholesale,Rice,119,KES,16-01-2021,,31.22
Pakistan,Urban,Wheat,101.14,KES,14-05-2023,6.02,31.22
Nepal,Wholesale,Cooking Oil,121.73,NGN,14-08-2021,6.02,
Pakistan,Wholesale,Rice,124.42,SDG,22-02-2022,6.02,
Yemen,Retail,Pulses,17.14,YER,28-06-2015,6.02,
Kenya,,Wheat,108.54,YER,11-08-2022,6.02,
Nepal,Rural,Maize,-5.79,NGN,13-05-2018,,
Haiti,Rural,Maize,9.85,YER,04-04-2019,6.02,31.22
Nepal,Urban,Sugar,101.68,SDG,06-01-2022,,31.22
Bangladesh,Urban,Maize,119.14,PKR,26-04-2015,6.02,31.22
Sudan,Rural,Sugar,46.96,PKR,11-05-2024,,31.22
Sudan,Urban,Maize,143.75,KES,14-09-2021,6.02,
Haiti,Urban,Maize,160.78,NPR,26-10-2015,6.02,
Kenya,Rural,Maize,132.24,NGN,30-10-2016,6.02,
Sudan,Rural,Sugar,98.93,BDT,12-11-2019,6.02,
Nigeria,Rural,Pulses,112.25,HTG,24-05-2016,,
Yemen,Retail,Sugar,104.52,SDG,15-09-2023,,31.22
Haiti,Retail,Cooking Oil,108.56,BDT,30-09-2020,,
Haiti,Rural,Rice,59.03,INR,04-10-2017,6.02,31.22
India,Wholesale,Rice,85.1,KES,08-10-2018,6.02,31.22
India,Rural,Pulses,102.38,SDG,23-06-2016,6.02,
Bangladesh,Retail,Rice,113.49,YER,31-07-2015,,
Bangladesh,Urban,Maize,123.58,INR,06-02-2018,6.02,31.22
India,Wholesale,Pulses,60.06,YER,22-06-2020,,31.22
Sudan,Wholesale,Rice,93.09,HTG,18-09-2022,6.02,31.22
Ethiopia,Urban,Sugar,89.26,SDG,25-10-2018,6.02,
Haiti,Wholesale,Cooking Oil,178.38,NPR,11-08-2022,6.02,
Nigeria,Urban,Wheat,109.99,BDT,20-01-2022,,
Haiti,Retail,Cooking Oil,126.95,PKR,17-06-2018,6.02,31.22
Pakistan,Wholesale,Rice,139.86,BDT,03-08-2022,,31.22
kenya,Wholesale,Pulses,134.15,SDG,05-07-2024,,31.22
Yemen,Urban,Rice,18.62,NGN,09-10-2017,6.02,
Ethiopia,Urban,Sugar,92.87,KES,25-12-2019,6.02,31.22
Nigeria,Retail,Cooking Oil,127.12,HTG,06-03-2017,,
Pakistan,,Sugar,105.21,NGN,18-04-2018,,
Bangladesh,Urban,Sugar,33.28,YER,26-02-2024,6.02,
Nigeria,Retail,Wheat,58.26,KES,17-07-2017,6.02,
India,Rural,Sugar,64.49,PKR,26-03-2015,,
Haiti,Rural,Sugar,113.13,KES,02-12-2019,,31.22
Nigeria,Urban,Wheat,109.37,KES,06-10-2024,,
Kenya,Retail,Maize,160.95,KES,26-03-2024,6.02,
Nepal,Rural,Maize,100.5,HTG,25-02-2016,6.02,31.22
Bangladesh,Retail,Pulses,108.14,KES,07-03-2021,6.02,31.22
Yemen,Urban,Wheat,46.52,YER,02-04-2024,6.02,31.22
Yemen,Urban,Pulses,93.77,SDG,06-06-2020,,
Nigeria,Retail,Pulses,190.94,INR,03-03-2015,,
Nepal,,Sugar,113.68,HTG,05-01-2015,6.02,
Haiti,Urban,Pulses,77.6,YER,10-05-2016,,31.22
Pakistan,Urban,Rice,116.62,KES,14-09-2023,,
Ethiopia,Urban,Cooking Oil,141.68,HTG,27-03-2019,,31.22
Haiti,Urban,Rice,119.91,NPR,21-02-2020,,31.22
Pakistan,Retail,Rice,133.26,BDT,17-10-2019,6.02,
Ethiopia,Retail,Sugar,138.37,BDT,15-09-2024,6.02,31.22
Nepal,Retail,Cooking Oil,106.27,YER,31-12-2016,6.02,31.22
Ethiopia,Retail,Pulses,113.16,YER,20-06-2024,,
Haiti,Wholesale,Cooking Oil,76.07,PKR,28-06-2015,,
Kenya,Retail,Pulses,75.62,PKR,22-02-2019,,
Nigeria,Retail,Maize,96.78,BDT,26-01-2020,6.02,
Pakistan,Urban,Wheat,47.02,SDG,04-08-2023,,
Kenya,Wholesale,Sugar,114.75,SDG,17-09-2019,,
Pakistan,Urban,Pulses,68.15,BDT,12-06-2016,,
Nigeria,Wholesale,Pulses,,NPR,11-11-2018,,31.22
Sudan,Rural,Cooking Oil,120.69,KES,31-08-2021,,31.22
Ethiopia,Wholesale,Sugar,47.33,BDT,12-02-2022,,31.22
Nepal,Wholesale,Pulses,116.4,KES,02-12-2015,6.02,
Sudan,,Maize,17.39,INR,20-03-2022,6.02,
Sudan,Wholesale,Rice,123.55,KES,27-01-2017,,31.22
Yemen,Wholesale,Pulses,124.1,SDG,10-12-2017,,
India,Urban,Cooking Oil,126.81,ETB,02-10-2016,,31.22
Haiti,Rural,Maize,113.75,ETB,12-06-2021,,
Kenya,Rural, ,79.27,BDT,14-02-2024,,
Kenya,Rural,Pulses,80.69,PKR,21-12-2016,6.02,
Kenya,Wholesale,Maize,75.36,INR,30-07-2015,,
Kenya,Urban,Maize,141.19,KES,26-07-2019,,
Haiti,Rural,Maize,167.63,NGN,25-12-2018,,31.22
Sudan,Rural,Maize,103.38,ETB,23-07-2017,6.02,31.22
Haiti,Rural,Maize,60.47,KES,18-02-2015,,31.22
Kenya,Rural,Maize,88.88,KES,16-03-2016,,31.22
India,Urban,Wheat,139.16,HTG,12-04-2021,,31.22
Bangladesh,Rural,Sugar,,SDG,17-07-2020,,31.22
Nigeria,Wholesale,Rice,101.36,INR,04-07-2016,,
Kenya,Wholesale,Sugar,89.43,KES,27-03-2016,,
Nepal,Urban,Cooking Oil,32.46,YER,22-10-2023,,
Bangladesh,Retail,Cooking Oil,91.4,NPR,16-10-2016,6.02,
Haiti,Rural,Sugar,84.49,NPR,04-09-2015,6.02,31.22
Nepal,Rural,Maize,83.15,KES,05-08-2021,6.02,
Nepal,Wholesale,Wheat,111.26,ETB,29-10-2016,6.02,
Pakistan,Urban,Rice,170.02,INR,25-08-2020,6.02,
Nepal,Retail,Pulses,,PKR,03-09-2021,,31.22
Kenya,Wholesale,Pulses,123.93,PKR,23-07-2021,,31.22
Pakistan,Retail,Maize,97.57,SDG,23-02-2023,,
Yemen,Urban,Sugar,97.56,INR,23-06-2020,,31.22
Sudan,Urban,Pulses,145.63,KES,08-10-2015,6.02,31.22
Nepal,Urban,Sugar,114.95,SDG,01-12-2024,6.02,31.22
India,Wholesale,Wheat,131.16,INR,25-05-2015,6.02,
Nigeria,Urban,Wheat,149.59,BDT,24-09-2020,,31.22
Nepal,Wholesale,Sugar,114.52,HTG,15-11-2021,6.02,
Yemen,Wholesale,Maize,109.78,YER,31-03-2017,,31.22
Ethiopia,Rural,Maize,129.48,NPR,25-10-2018,6.02,31.22
haiti,Wholesale,Maize,74.05,HTG,01-04-2024,6.02,31.22
Haiti,Wholesale,Pulses,74.73,KES,05-07-2024,,
Yemen,Rural,Rice,69.65,NPR,16-12-2021,,31.22
Ethiopia,Retail,Rice,80.38,NGN,05-04-2019,,
Haiti,Rural,Maize,52.52,SDG,07-05-2024,,
Haiti,Rural,Sugar,33.74,NGN,20-12-2020,,31.22
Haiti,Urban,Wheat,67.13,BDT,23-10-2024,6.02,
Yemen,Urban,Cooking Oil,5.91,NGN,12-04-2024,,
Sudan,Rural,Wheat,111.36,PKR,09-03-2020,6.02,
Nigeria,Urban,Wheat,103.95,HTG,25-09-2015,,
Yemen,Rural,Cooking Oil,129.64,PKR,25-03-2022,,31.22
Ethiopia,Urban,Maize,62.7,KES,10-06-2022,6.02,
Nepal,Wholesale,Wheat,119.96,KES,15-04-2023,,31.22
Sudan,Urban,Cooking Oil,67.66,SDG,21-03-2021,,
Sudan,Urban,Pulses,130.97,NPR,30-06-2017,6.02,
Nepal,Wholesale,Sugar,27.12,ETB,02-01-2015,,31.22
India,Rural,Sugar,90.51,YER,29-08-2017,,
Pakistan,Urban,Sugar,84.04,BDT,08-05-2022,,31.22
nigeria,Urban,Maize,131.88,PKR,26-01-2024,,
Nigeria,Wholesale,Wheat,131.28,BDT,27-04-2015,,31.22
India,Wholesale,Wheat,,NGN,06-04-2020,6.02,31.22
Pakistan,Wholesale,Rice,19.43,PKR,29-11-2024,,
Nigeria,Retail,Sugar,159.85,YER,12-03-2016,,
Ethiopia,Wholesale,Maize,62.98,KES,16-06-2021,6.02,31.22
Bangladesh,Rural,Cooking Oil,168.32,ETB,01-01-2024,6.02,
Bangladesh,Urban,Maize,188.95,SDG,04-05-2019,6.02,31.22
Nigeria,Urban,Wheat,147.64,HTG,19-05-2023,,
Kenya,Retail,Sugar,65.71,PKR,05-08-2015,6.02,
Nigeria,Urban,Rice,50.22,SDG,24-07-2016,6.02,
Nepal,Urban,Pulses,71.79,NGN,15-05-2019,,31.22
Nepal,Rural,Maize,122.82,NGN,20-07-2021,,31.22
Pakistan,Urban,Rice,57.47,YER,26-10-2020,,
Haiti,Rural,Wheat,25.66,ETB,26-09-2023,,
Sudan,,Cooking Oil,143.24,INR,02-08-2024,6.02,
ethiopia,Rural,Maize,75.99,YER,04-09-2018,,31.22
India,Wholesale,Pulses,136.58,INR,21-07-2019,,31.22
Nigeria,Wholesale,Wheat,130.87,NGN,23-12-2023,6.02,31.22
Haiti,Retail,Sugar,107.9,YER,07-09-2018,6.02,31.22
Haiti,Urban,Maize,133.57,BDT,29-03-2022,,31.22
Ethiopia,Rural,Rice,159.23,INR,03-06-2023,6.02,31.22
India,Wholesale,Maize,130.57,BDT,30-10-2016,6.02,
Nepal,Rural,Wheat,,YER,23-11-2023,,31.22
Yemen,Wholesale,Wheat,115.51,NGN,13-05-2024,,31.22
Ethiopia,Rural,Rice,82.68,PKR,20-12-2019,6.02,31.22
Haiti,Urban,Pulses,112.33,INR,25-01-2023,6.02,
Bangladesh,Retail,Wheat,108.36,HTG,15-06-2021,6.02,
Nigeria,Urban, ,119.57,INR,23-11-2019,6.02,
Pakistan,Rural,Pulses,113.34,SDG,24-04-2020,,
Bangladesh,Wholesale,Rice,81.71,HTG,18-08-2023,6.02,
Haiti,Wholesale,Wheat,145.58,HTG,13-02-2015,6.02,
Sudan,Retail,Wheat,78.91,BDT,11-02-2023,,
Kenya,Urban,Maize,115.77,INR,24-09-2024,,
India,Urban,Wheat,120.6,INR,30-05-2020,,31.22
Nepal,Urban,Maize,58,PKR,28-03-2016,,
Nigeria,Wholesale,Sugar,162.47,BDT,04-10-2017,6.02,31.22
Pakistan,Retail,Pulses,98.36,ETB,30-12-2016,6.02,
Yemen,Wholesale,Maize,,KES,07-05-2018,,31.22
Nepal,Urban,Cooking Oil,100.01,NGN,12-09-2019,,31.22
Nigeria,Rural,Wheat,61.02,SDG,24-12-2023,6.02,31.22
Yemen,Wholesale,Sugar,76.8,PKR,13-07-2015,6.02,31.22
Pakistan,Retail,Pulses,76.02,NPR,01-11-2017,,
haiti,Urban,Rice,94.57,ETB,21-03-2023,6.02,
Kenya,Rural,Cooking Oil,154.59,NPR,27-07-2022,6.02,31.22
Bangladesh,Wholesale,Rice,104.25,ETB,22-06-2024,6.02,31.22
Bangladesh,Rural,Cooking Oil,106.58,PKR,23-02-2018,6.02,
Haiti,Rural,Sugar,80.92,BDT,23-07-2021,,31.22
Nepal,Retail,Pulses,111.33,ETB,10-08-2023,,31.22
Haiti,Wholesale, ,98.68,YER,15-03-2016,,
Haiti,Retail,Sugar,96.65,PKR,01-01-2017,6.02,
Nigeria,Urban,Cooking Oil,128.28,ETB,29-10-2015,,
nigeria,Rural,Maize,62.34,ETB,24-07-2021,6.02,31.22
Pakistan,Retail,Pulses,150.66,SDG,01-05-2015,6.02,31.22
Kenya,Retail,Rice,-7.83,NGN,24-02-2017,,31.22
Nigeria,Urban,Maize,96.28,ETB,28-07-2020,6.02,
Pakistan,Wholesale,Maize,154.35,BDT,16-08-2018,6.02,
Sudan,Retail,Wheat,148.27,SDG,15-02-2022,,31.22
Haiti,Rural,Rice,106.33,ETB,27-07-2015,,
Haiti,Rural,Cooking Oil,67.6,NPR,26-11-2021,,
Nepal,,Wheat,94.66,PKR,02-08-2015,,
Sudan,,Wheat,203.66,YER,20-09-2018,,31.22
Nepal,Retail,Sugar,128.35,YER,25-10-2020,6.02,31.22
Yemen,Rural,Cooking Oil,,BDT,19-03-2018,,
Pakistan,Retail,Maize,103.32,YER,18-04-2021,6.02,31.22
Pakistan,Wholesale, ,76.06,ETB,04-03-2022,,
Haiti,Rural,Maize,49.2,YER,01-08-2015,6.02,
ethiopia,Wholesale,Maize,119.31,NGN,25-12-2024,6.02,31.22
Yemen,,Sugar,61.19,PKR,12-05-2016,,
Pakistan,Urban,Maize,161.93,KES,21-12-2019,6.02,31.22
Nigeria,Wholesale,Rice,153.64,BDT,05-12-2016,,31.22
Haiti,Rural,Maize,70.82,NGN,29-01-2015,6.02,31.22
Nepal,Urban,Maize,68.31,INR,23-01-2023,6.02,31.22
Sudan,Wholesale,Rice,126.93,SDG,24-10-2024,6.02,31.22
Nepal,Retail,Sugar,140.71,ETB,21-10-2020,,31.22
Bangladesh,Retail,Wheat,89.93,NPR,27-02-2017,,
Ethiopia,Retail,Cooking Oil,139.14,NPR,03-03-2021,6.02,31.22
Pakistan,Wholesale,Sugar,166.58,NPR,04-08-2020,,31.22
Kenya,Retail, ,113.2,NGN,30-09-2020,6.02,31.22
India,Wholesale,Wheat,58.84,PKR,29-09-2017,,
Ethiopia,Rural,Cooking Oil,131.42,NPR,27-06-2021,6.02,
Haiti,Rural,Cooking Oil,105.73,HTG,28-04-2022,,
Pakistan,Wholesale,Cooking Oil,87.14,NGN,03-06-2018,,
Sudan,Wholesale,Rice,130.07,NGN,12-06-2019,,
Pakistan,Urban,Rice,148.28,INR,31-07-2023,6.02,
India,Retail,Wheat,107.44,KES,28-08-2020,6.02,
Sudan,Rural,Maize,8.83,PKR,29-11-2019,6.02,31.22
Nepal,Rural,Wheat,104.79,INR,07-11-2015,,
Sudan,Urban,Maize,109.08,NPR,23-03-2022,6.02,
Ethiopia,Wholesale,Sugar,203.44,NPR,13-08-2024,,31.22
Nepal,Wholesale,Cooking Oil,105.18,PKR,14-01-2022,,31.22
Pakistan,Urban,Cooking Oil,93.15,BDT,27-05-2022,,31.22
Haiti,Retail,Rice,127.59,NPR,26-03-2015,,
Yemen,,Sugar,87.99,BDT,25-03-2023,6.02,31.22
Haiti,Wholesale,Pulses,72.55,ETB,12-04-2019,,
Pakistan,Retail,Sugar,36.22,SDG,12-08-2020,,31.22
India,Retail,Maize,76.18,SDG,09-02-2017,6.02,31.22
Yemen,Urban,Sugar,23.69,ETB,20-06-2018,6.02,
Pakistan,Urban,Rice,,YER,09-02-2016,6.02,31.22
Kenya,Urban,Maize,108.63,KES,12-07-2023,6.02,31.22
Ethiopia,Wholesale,Wheat,127.86,NPR,21-08-2015,,
Kenya,Urban,Maize,58.76,SDG,22-05-2016,,31.22
Nepal,,Wheat,42.45,ETB,03-01-2020,6.02,31.22
Bangladesh,Rural,Pulses,182.3,NGN,05-10-2018,,31.22
Pakistan,Retail,Maize,,NGN,03-01-2019,6.02,31.22
Nigeria,Retail,Cooking Oil,127.99,NPR,24-04-2019,6.02,
Nigeria,Rural,Pulses,105.32,NPR,04-07-2017,6.02,31.22
Sudan,Urban,Wheat,129.8,INR,31-01-2020,6.02,
Haiti,Wholesale,Rice,109.12,INR,09-11-2023,6.02,
Haiti,Wholesale,Pulses,67.92,ETB,15-08-2018,6.02,
Haiti,Wholesale,Pulses,,INR,22-04-2023,6.02,31.22
Kenya,Retail,Pulses,112.16,HTG,21-01-2015,,31.22
Ethiopia,Urban,Wheat,32.71,INR,30-10-2017,6.02,31.22
Pakistan,Wholesale,Wheat,111.78,HTG,23-09-2020,,
India,Wholesale,Maize,84.52,PKR,06-04-2022,6.02,31.22
Sudan,Wholesale,Cooking Oil,73.33,INR,02-06-2023,6.02,
Nepal,Rural,Pulses,139.01,HTG,21-09-2020,,
Yemen,Wholesale,Maize,97.13,KES,26-11-2023,,31.22
Nepal,Rural,Maize,98.34,ETB,24-10-2015,6.02,
Pakistan,Wholesale,Cooking Oil,103.57,HTG,21-08-2021,,31.22
Bangladesh,Wholesale,Maize,98.71,PKR,04-02-2018,,31.22
Haiti,Wholesale,Cooking Oil,96.09,YER,04-03-2023,,31.22
Yemen,Rural,Rice,158.24,NGN,17-12-2016,6.02,31.22
Kenya,Wholesale,Cooking Oil,72.63,BDT,02-08-2024,,31.22
Pakistan,Urban,Sugar,30.53,BDT,27-09-2016,,31.22
Bangladesh,Wholesale,Cooking Oil,101.79,YER,20-09-2023,6.02,31.22
Kenya,Rural,Cooking Oil,62.42,BDT,21-08-2021,6.02,
Bangladesh,Rural,Sugar,56.13,HTG,16-02-2015,6.02,
Haiti,,Cooking Oil,99.37,PKR,31-07-2018,6.02,
Kenya,Retail,Wheat,110.99,KES,27-11-2015,6.02,
Ethiopia,Urban,Maize,93.05,KES,24-08-2015,6.02,
Nigeria,Urban,Maize,81.73,KES,11-05-2017,6.02,
Nepal,Rural,Rice,91.98,INR,21-05-2021,,31.22
Ethiopia,Wholesale,Rice,97.96,KES,02-09-2022,,31.22
Yemen,Wholesale,Sugar,99.89,INR,12-08-2024,,31.22
Sudan,Retail, ,28.31,KES,03-02-2024,,
Nigeria,Retail,Rice,134.96,HTG,16-12-2016,6.02,31.22
Ethiopia,Retail,Maize,41.7,KES,22-07-2022,,31.22
Pakistan,Retail,Rice,73.16,BDT,16-12-2017,6.02,
Bangladesh,Urban,Rice,37.83,BDT,20-10-2021,6.02,
Yemen,Urban,Cooking Oil,106.69,KES,02-01-2018,,31.22
Pakistan,Wholesale,Rice,71.58,NGN,05-08-2020,,31.22
Nigeria,Urban,Sugar,92.65,PKR,06-12-2020,6.02,
Bangladesh,Wholesale,Maize,70.28,HTG,24-07-2016,,31.22
Yemen,Wholesale,Sugar,57.84,BDT,07-08-2018,6.02,31.22
Sudan,Wholesale,Sugar,-0.4,PKR,05-08-2017,6.02,
Nigeria,Wholesale, ,76.34,BDT,18-09-2018,6.02,
Yemen,Rural,Wheat,51.6,NGN,27-02-2015,6.02,
Ethiopia,Wholesale,Pulses,120.78,ETB,14-05-2016,6.02,
Yemen,Urban,Pulses,183.24,PKR,31-12-2016,6.02,
Nigeria,Urban,Cooking Oil,173.2,KES,05-07-2018,,
Haiti,Urban,Sugar,,NGN,14-10-2022,,31.22
Ethiopia,Urban,Wheat,68.36,BDT,26-04-2016,6.02,31.22
Pakistan,Rural,Maize,22.01,BDT,01-02-2019,,31.22
Nigeria,Retail,Maize,83.25,KES,22-11-2015,6.02,31.22
Haiti,Retail,Wheat,63.51,INR,01-08-2023,6.02,
India,Wholesale,Sugar,70.51,SDG,26-11-2023,6.02,31.22
Sudan,Wholesale,Sugar,34.71,NPR,26-01-2020,,
Haiti,Urban,Cooking Oil,128.11,SDG,19-08-2015,,
India,Urban,Cooking Oil,120.37,ETB,10-11-2023,,
Nepal,Retail,Pulses,63.38,SDG,15-10-2018,,31.22
Bangladesh,Retail,Maize,134.23,INR,26-12-2023,6.02,31.22
Haiti,Urban,Cooking Oil,102.38,NPR,18-08-2024,6.02,
kenya,Wholesale,Wheat,121.21,HTG,08-07-2016,6.02,
Sudan,Rural,Maize,130.96,HTG,06-10-2021,,31.22
Haiti,Rural,Sugar,114.6,BDT,10-10-2023,,31.22
India,Retail,Maize,67.18,YER,09-08-2022,,
Kenya,Retail,Rice,141.97,INR,22-07-2015,,31.22
Sudan,Retail,Maize,130.91,KES,20-11-2016,6.02,
Kenya,,Cooking Oil,131.49,INR,22-02-2017,6.02,
Ethiopia,Rural,Wheat,46.83,NPR,08-09-2024,,
India,Urban,Sugar,41.32,BDT,07-05-2019,,31.22
yemen,Wholesale,Sugar,160.51,ETB,28-03-2016,,31.22
Ethiopia,Retail,Cooking Oil,74.48,KES,26-05-2019,6.02,
Sudan,Urban,Cooking Oil,110.1,ETB,02-06-2023,,31.22
Sudan,Rural,Cooking Oil,148.25,NPR,17-01-2018,,
Nigeria,Urban,Rice,165.32,YER,10-12-2017,,31.22
india,Rural,Wheat,122.97,PKR,25-08-2024,,
Nepal,Wholesale,Rice,79.12,INR,02-11-2016,,
Nepal,Rural,Cooking Oil,88.53,NPR,27-05-2023,6.02,31.22
Sudan,Urban,Wheat,114.83,NGN,24-04-2016,6.02,
Nepal,Wholesale,Cooking Oil,107,KES,10-10-2023,,
Bangladesh,Rural,Wheat,71.36,KES,01-02-2024,,
nigeria,Retail,Sugar,-6.13,SDG,12-01-2023,,31.22
Sudan,Rural, ,70.56,YER,09-09-2021,,
Nepal,Wholesale,Pulses,91.48,INR,08-06-2015,,31.22
India,Urban,Cooking Oil,99.61,HTG,17-11-2021,6.02,
Haiti,Wholesale,Cooking Oil,168.27,NPR,19-03-2018,,
Yemen,Urban,Maize,142.68,PKR,03-03-2022,,31.22
Ethiopia,Rural,Pulses,81.53,KES,20-05-2023,,31.22
Ethiopia,Rural,Sugar,120.15,NPR,02-04-2024,,
Bangladesh,Wholesale,Cooking Oil,-6.58,NPR,12-07-2016,6.02,
Kenya,Retail,Rice,149.04,SDG,02-03-2019,6.02,
India,Rural,Sugar,80.15,SDG,11-03-2020,,
kenya,Retail,Cooking Oil,107.49,INR,18-04-2023,,31.22
Nigeria,Retail,Rice,101.19,NPR,27-05-2023,,31.22
Yemen,Wholesale,Maize,141.05,BDT,30-03-2024,,31.22
Nigeria,Rural,Maize,86.05,PKR,28-08-2018,,
Sudan,Retail,Rice,132.92,ETB,02-07-2020,,
India,Rural,Sugar,114.59,HTG,03-02-2022,,
Sudan,Urban,Rice,104.9,BDT,13-04-2021,6.02,
Pakistan,Retail,Pulses,95.68,HTG,09-07-2022,6.02,31.22
Nepal,Wholesale,Rice,79.62,PKR,20-01-2024,,
Ethiopia,Wholesale,Maize,93.37,BDT,05-02-2020,6.02,31.22
Haiti,Retail,Maize,84.71,YER,17-09-2018,,
Sudan,Rural,Maize,116.75,YER,09-04-2018,,31.22
Kenya,Urban,Pulses,54.62,KES,07-02-2019,,31.22
Pakistan,Urban,Cooking Oil,102.88,BDT,25-03-2022,,
Ethiopia,Wholesale,Pulses,160.65,PKR,29-11-2022,,
Sudan,Wholesale,Cooking Oil,82.4,NPR,20-10-2018,,
Pakistan,Rural,Pulses,117.53,YER,25-10-2017,,31.22
Pakistan,Wholesale,Wheat,7.07,BDT,30-05-2016,,31.22
India,Rural,Cooking Oil,36.77,PKR,01-05-2016,,31.22
Nigeria,Retail,Sugar,94.68,NGN,26-05-2022,,
Pakistan,Urban,Sugar,96.99,NGN,16-06-2017,6.02,
Bangladesh,Retail,Maize,101.65,NGN,27-12-2018,,
Nigeria,Wholesale,Pulses,187.63,KES,08-11-2015,6.02,31.22
Ethiopia,Urban,Rice,76.68,BDT,12-10-2024,,31.22
Ethiopia,Urban,Maize,103.38,HTG,30-07-2019,,31.22
Ethiopia,Retail,Rice,71.34,PKR,06-06-2020,,31.22
Ethiopia,Rural,Pulses,129.48,NPR,09-02-2024,,
Bangladesh,Urban,Maize,53.99,PKR,03-08-2022,,
Sudan,Rural,Maize,72.04,NGN,27-07-2018,6.02,
Yemen,Retail,Sugar,63.94,KES,01-02-2017,6.02,
Pakistan,Retail,Rice,132.95,NGN,01-05-2023,,31.22
Ethiopia,Rural,Wheat,,NPR,05-04-2024,6.02,31.22
Nigeria,Retail,Wheat,111.34,NGN,24-11-2016,,31.22
Nigeria,Urban,Maize,92.24,SDG,06-03-2021,6.02,31.22
Pakistan,Retail,Pulses,148.37,ETB,10-09-2018,,31.22
Sudan,Retail,Maize,93.8,ETB,20-06-2020,6.02,31.22
Haiti,Urban,Sugar,178.61,NPR,28-07-2022,6.02,
Haiti,Rural,Rice,150.78,ETB,19-01-2017,6.02,
Yemen,Retail,Maize,40.97,NPR,02-10-2024,6.02,31.22
Sudan,Rural,Pulses,125.54,YER,08-06-2015,,31.22
Pakistan,Urban,Wheat,150.71,NPR,12-11-2024,,
Haiti,Rural, ,83.69,ETB,13-11-2021,,31.22
Haiti,Rural,Maize,116.46,PKR,30-05-2023,,31.22
Haiti,Wholesale,Rice,40.88,KES,02-10-2020,,
Kenya,Wholesale,Sugar,,YER,28-01-2016,6.02,31.22
Bangladesh,Retail,Wheat,89.93,PKR,01-09-2015,,
Pakistan,Wholesale,Pulses,45.82,NGN,06-10-2019,,
Nepal,Wholesale,Rice,102.21,SDG,13-01-2017,6.02,31.22
India,Wholesale,Wheat,126.02,KES,21-09-2018,,
India,Rural,Maize,63.36,BDT,01-05-2018,,
Sudan,Rural,Pulses,46.38,NPR,21-10-2023,,31.22
Pakistan,Wholesale,Pulses,36.85,BDT,25-11-2022,6.02,31.22
Pakistan,Urban,Cooking Oil,148.5,HTG,20-05-2018,,
India,Wholesale,Rice,30.32,ETB,28-01-2023,6.02,
Yemen,Urban,Wheat,,YER,18-10-2015,6.02,
India,Rural,Rice,152.24,ETB,29-06-2019,6.02,
Pakistan,Urban,Maize,60.88,NGN,03-03-2019,6.02,31.22
Haiti,Rural,Maize,66.24,YER,11-05-2015,,
yemen,Urban,Pulses,107.03,HTG,24-07-2018,,
Ethiopia,Rural,Pulses,109.63,NPR,15-11-2018,,
Nepal,Rural,Wheat,80.06,ETB,28-04-2024,,31.22
Kenya,Wholesale,Sugar,88.12,KES,05-10-2015,6.02,31.22
Bangladesh,Retail,Rice,103.63,KES,29-12-2020,,
Ethiopia,Retail,Rice,83.84,NGN,28-05-2020,,
Nigeria,Rural,Maize,85.18,YER,15-10-2020,6.02,31.22
India,Wholesale,Rice,177.7,KES,13-11-2018,6.02,
Nepal,Retail,Wheat,140.54,PKR,09-01-2023,,31.22
